reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app,normalized_topic,local_llm_topic,gemini_llm_topic
0b4f289d-bea8-40e0-9a34-d0b6c186547e,Michael Alberty,https://play-lh.googleusercontent.com/a/ACg8ocLoQ8E3QiEAIJ0U6cU_btpbOEbLAuoLdEqmoigl6RrKK9z7ugc=mo,Well I put btc in not much just because I was gonna try it out didn't like it sent my btc out again. I was dumb and did look before hand but they charge me $40 of the $200 i sent out. Which is 0.0004 in btc that's crazy. Maybe I don't k ow the standard but that seems really high.,1,0,3.201.0,2024-12-14 03:08:57,,,3.201.0,co.mona.android,high fees,['Fees/Pricing'],Fees/Pricing
a7a59d4a-792c-4dde-b883-625a353d885a,Alex Surmak,https://play-lh.googleusercontent.com/a/ACg8ocJTDF4qXgunVIB5eNIolbHit9HcQd-YNI4cMuoyd9rpO9VGhA=mo,Great 👍,5,0,3.201.0,2024-12-14 03:03:06,,,3.201.0,co.mona.android,generic feedback,"['Security', 'Usability/User Interface', 'Customer Support', 'Features/Functionality']",Generic feedback
7c83652a-fe8f-4bf6-af66-0d576e028f85,Robert Barr,https://play-lh.googleusercontent.com/a-/ALV-UjUPNZGL-14h42O3HWBPbOHN1nh6onfvZtJqlOAwOWn3FXapRU0,Definitely going to delete this app. Can't log in,1,0,3.201.0,2024-12-14 01:52:00,"Hello, Robert. We will be happy to look into the login difficulties you have experienced. We invite you to contact us via live chat, where we will advise on the matter. Thank you!",2024-12-14 02:29:27,3.201.0,co.mona.android,account login issue,"['Security', '  Usability/User Interface']",Reliability/Stability
3a57ecbd-1691-48d2-9bb1-bcf0b4ba76e8,Claudio Di Blasio,https://play-lh.googleusercontent.com/a-/ALV-UjVH4QPPnOZXNiqOX0bunprfXvevZlDcIyhqxCVTHu0RuQ_fXXs,"a good way to invest, made easy.",5,0,3.201.0,2024-12-14 01:48:11,,,3.201.0,co.mona.android,ease of use,"I'd categorize the given review as:

['Security', '  Usability/User Interface']",Usability/User Interface
2f48963b-b28a-49a6-b8c6-55e6028d47aa,bruce neal,https://play-lh.googleusercontent.com/a/ACg8ocLaKSZcW7uaK12zDnk89gbJNaNYoKw7VSoIgCrTatasUg4Ozg=mo,Awesome,5,0,3.201.0,2024-12-14 01:40:47,,,3.201.0,co.mona.android,generic feedback,Customer Success Manager,Generic feedback
3755903e-d1f8-4ab7-9298-6dde27875750,Suhail Shagoo,https://play-lh.googleusercontent.com/a/ACg8ocJGsqGgwF-GvQ9MkyExBZY_-nj02gcMD78XR9RDgIo3b3pZkg=mo,Please give option of adhaar card for kyc identification for india,5,0,3.201.0,2024-12-14 01:00:53,,,3.201.0,co.mona.android,kyc/identification process,"I'll categorize the reviews as follows:

- Adhaar card for KYC identification is not directly related to security, usability/user interface, fees/pricing, customer support, features/functionality, transaction speed, account management, verification/KYC, educational resources, reliability/stability, mobile app experience (if applicable), withdrawal process, deposit process, or community/reputation. However, I can categorize it as 'Generic feedback' because it's about a general concern related to user information.",Verification/KYC
1810bb05-8ba7-41f3-8ca6-cca9caa8640b,Donnell Doyya,https://play-lh.googleusercontent.com/a-/ALV-UjXAlJdCrSa344zJ6FOCeZhvfH5ri-p9OKy9pQOr1Jxa5WzayGKZXg,perfect,5,0,3.201.0,2024-12-14 00:35:48,,,3.201.0,co.mona.android,generic feedback,"['Security', '  Usability/User Interface', 'Fees/Pricing', 'Customer Support']",Generic feedback
10d5dd22-a92a-48da-8f33-fdcb1b6dad33,George Burnett,https://play-lh.googleusercontent.com/a/ACg8ocL_9-ubpHIb9tfZpCL9MujW7N_4gzleyDg45mEF7-HMkcE1-g=mo,Excellent.,5,0,3.201.0,2024-12-14 00:23:28,,,3.201.0,co.mona.android,generic feedback,['Generic feedback'],Generic feedback
13e46262-7b5b-4e28-8d4f-19544c2fabdc,Channing Parker,https://play-lh.googleusercontent.com/a/ACg8ocIKwptrh-r_6qZmsIEZ9WUI7CVknLb3EXurXp7kekai-zgSbg=mo,"I only wish I could deposit any amount. Some amounts seem to be too small to withdraw, deposit, or send.",5,0,3.201.0,2024-12-14 00:10:10,,,3.201.0,co.mona.android,transaction fee issues,['Generic Feedback'],Deposit Process
ad341580-f5fc-476f-b505-2e0dc0ff15b4,Vaghji Varsani,https://play-lh.googleusercontent.com/a/ACg8ocInvV67936i-PiIYrrcrYeIvaT96CL89EPJqjy0T4S-9kYCQQ=mo,"Well organised and easy to navigate around the site, but more insensitives / loyalty rewards for loyal customers should be offered, as was offered in the earlier days of Crypto. com when you signed up, but then taken away due to regulations in the country you live in.",4,0,3.201.0,2024-12-13 23:56:24,,,3.201.0,co.mona.android,platform usability and rewards,Generic feedback,Usability/User Interface
ba6d7c1f-fd76-46b2-b3c1-55da0841ab7b,Guillermo Ulloa,https://play-lh.googleusercontent.com/a-/ALV-UjWkvYmoe0l_x59OQmNARLJpsJDnJyYAimwM3FNVK3qFsy-EIymBHw,very trusted.,5,0,3.201.0,2024-12-13 23:00:11,,,3.201.0,co.mona.android,security and trust,"I would categorize the review as:

Security",Community/Reputation
4795cc84-8c23-49e9-8925-77b3f4763ae6,Cheryl Anderson,https://play-lh.googleusercontent.com/a/ACg8ocKVnYSdUwCUekTDcrxaivRKSSZeZI3viqjC9JvfOzB0B6_JA4ZP=mo,"Customer support is top notch, simple, easy to use interface. Nice work.",5,0,3.201.0,2024-12-13 22:11:37,,,3.201.0,co.mona.android,positive user experience,"['Security', '  Usability/User Interface']",Customer Support
b48a3c1e-ca20-42c6-a00c-e67cc8a91422,Oscar Parks,https://play-lh.googleusercontent.com/a-/ALV-UjU-HgRTAxELxKYUaqN9OzwyoR_ENOk1VP0W9sd_Gzh6NF15uQSg,balances are slow to update but other than that good app,4,0,3.201.0,2024-12-13 22:08:17,,,3.201.0,co.mona.android,platform performance issues,"Based on the review, I would categorize it as:

['Security', 'Usability/User Interface']",Account Management
9eb3788c-5752-437f-b7b8-10c985e786eb,Muhammad Chaudhary,https://play-lh.googleusercontent.com/a-/ALV-UjXxo6q_3Vl_TZnZOYQp9HtPHc_P16lo6WEHIN21ApruvBVKvG4g,"I can't withdraw money. Add $30 trade it saw high fees, Add $75 to meet withdraw requirement. Try to withdraw all 103.45 plus 1.99 fee, No money received for days, Contact bank and live chat show all pics found cryto never send the money, and cancel it. Try again app didn’t allow says no etransfer email. Contact live chat they can't help was forced to deposit more did it and Try withdrawal again still no money received.",1,1,3.201.0,2024-12-13 21:54:57,Hello Muhammad! Please send us a message via Live chat. We will gladly take an additional look into the difficulty you have encountered when initiating withdrawals and assist you further. Thank you in advance!,2024-12-09 17:41:50,3.201.0,co.mona.android,withdrawal issues,['Fees/Pricing'],Withdrawal Process
bc26e02f-d137-4cf0-81bf-00f7fdb868fe,Jentry Hunt,https://play-lh.googleusercontent.com/a/ACg8ocLcj7H8bWvf_0HD682MwmAvbgT4XaL_spQz7ZtfS2Dt-MfNwA=mo,love it,5,0,3.201.0,2024-12-13 21:41:44,,,3.201.0,co.mona.android,generic feedback,"['Security', '  Usability/User Interface', 'Fees/Pricing', 'Customer Support']",Generic feedback
035b3b40-60eb-44af-a0f5-f1430c8211fb,Sarah Veggian,https://play-lh.googleusercontent.com/a/ACg8ocKl37HqZu9FmV7_TLjPx99_mN3Bo1rMI9mUP1P1HCkWp3Wmoiu3=mo,Complete scam! I cannot get my money at all. It will not let me without buying Ethereum in $100 increments. You have stolen my money and refused to let me withdraw.,1,5,3.201.0,2024-12-13 20:48:44,"Hi Sarah! We will be happy to assist you with the withdrawal you wish to initiate, as well as address any other concerns you may have. To do so, please contact us via live chat with a brief description of your case.",2024-12-13 21:24:58,3.201.0,co.mona.android,account withdrawal issues,['Customer Support'],gemini failed to respond
4016f0ad-ebf4-4858-8ceb-2d403542f0f0,PrimeCM Inc.,https://play-lh.googleusercontent.com/a-/ALV-UjWajpK5jgeDR1gJ8jk28WMuwthmU3r5MKeEyHle814nb6nz8ogj,amazing app !!!,5,0,3.201.0,2024-12-13 20:39:18,,,3.201.0,co.mona.android,generic feedback,"['Generic feedback', 'Security']",gemini failed to respond
a9760fc0-ff19-4b64-9e01-6edb86540934,Ronie Marko Ybañez,https://play-lh.googleusercontent.com/a-/ALV-UjUT2uoHx0Njvhfi1okRtTo7C34MwwY2RzIED7gvmxgNJjUn9FIWpw,Very convenient,5,0,3.201.0,2024-12-13 20:26:36,,,3.201.0,co.mona.android,usability,['Generic feedback'],Usability/User Interface
65f59d1e-a3e4-4cad-b6b0-cc2d149e12c2,Shaun Duke (Rooster),https://play-lh.googleusercontent.com/a-/ALV-UjUSFCjEuJKVBogtwm5YWuxF5PHJGqch-JdIZUeURj2jFfY0KMje_g,best crypto app,5,0,3.201.0,2024-12-13 19:54:00,,,3.201.0,co.mona.android,generic feedback,"I would categorize the given review as follows:

['Security', '  Usability/User Interface']",Generic feedback
dc464e77-5345-4cf7-8cf7-5f29e671980c,Kailor Friesen,https://play-lh.googleusercontent.com/a/ACg8ocJo_RCt4wiRCqARgpV-6-TN4kiGGwY17LyCvAZ72z6jZYP23w=mo,Horrible hidden fees,1,0,3.201.0,2024-12-13 19:43:19,,,3.201.0,co.mona.android,,['Fees/Pricing'],Fees/Pricing
8340e583-ca45-4659-b307-eb2d5cf90d3e,Seth Burke,https://play-lh.googleusercontent.com/a-/ALV-UjXJD1L8gnCe3iICw5agZpw4DwuqEUcgHJKzWynPcUAIvq_2M02bLw,Strike options and up/down options are a scam!,1,0,3.201.0,2024-12-13 19:16:44,,,3.201.0,co.mona.android,,"I'll categorize the reviews based on their content. Here's my assignment:

['Generic feedback', 'Security']",gemini failed to respond
df8d9804-92d8-40c1-a51c-bdd6ef7fb8ae,Ralph Dahlgren,https://play-lh.googleusercontent.com/a/ACg8ocJHTzrNPK082KvUHhJIxf9WIBgNUpc6x349374LcIgpJbJqyg=mo,The only experience is a frustrating experience if someone enjoys being frustrated,1,0,3.201.0,2024-12-13 19:15:38,,,3.201.0,co.mona.android,,I would categorize the review as: ['Frustration'],gemini failed to respond
5406e9f8-bb86-4b86-8226-21974cf6c125,Dane Montana,https://play-lh.googleusercontent.com/a-/ALV-UjVVDOWEl_VWRIn1b6Z2Us-HnHBPNc0jOd6CbO5w0cPTAmIIp3k8,"Scam company. They allowed scammers to take $18,000 from me through their app and wouldn't help me fix it. They just washed their hands of the responsibility. They've had 2 years to fix this and they've done nothing. I'd avoid at all cost.",1,0,3.201.0,2024-12-13 18:41:24,,,3.201.0,co.mona.android,,['Generic feedback'],Security
1876ed5c-e3fa-4a65-8591-db9a21706748,toney2817,https://play-lh.googleusercontent.com/a/ACg8ocKfOnTRSIKz5PWfyC8a6xxWNWe9csTSPEr-6NQCQ1CxkYNnvg=mo,Locked out of my account..app says to update..as I'm typing this it's been over an hour..no open now just an endless circle. I have a couple of hundred dollars there to try them out..so far I couldn't recommend them..time is money in this crypto game...and not being able to access my account is costing me money...Update..I should have updated this a long time ago..Everything was resolved and I am a current happy customer 😊..Sorry it took so long,4,13,3.201.0,2024-12-13 17:48:08,,,3.201.0,co.mona.android,account access issue,['Fees/Pricing'],Account Management
bfa64abd-e8bb-435b-a69b-545de3801040,George J Holt,https://play-lh.googleusercontent.com/a/ACg8ocISkUSpwVAj-WeLBKHoD12YoFOQfA7r9S_WQYYpVrgRx1OL_TxG=mo,No customer service and not with BBB,1,0,,2024-12-13 17:24:47,Hello George. Please reach out to us via live chat with more details about your case. We would gladly take a closer look at your pending enquiry and offer further assistance.,2024-12-13 17:32:44,,co.mona.android,customer service complaint,['Generic feedback'],Customer Support
b0114d2d-4342-4831-a443-e6ac9713f810,Chris White,https://play-lh.googleusercontent.com/a-/ALV-UjWiQfTEGHuU604zhXHApW3iqMyV_MHz2AOj9nwBEUSJpqRZQc4B,"SCAM. Moved $4854 into the App only to get crushed by a $150 fee and .05 added to my coin price purchase. They are famous for this type of theft. Stay away, this app isn't for day trading, as they have it set up for you to take a loss, even if you've made gains, by fee'ing you and altering the coin price to their favor.",1,2,3.201.0,2024-12-13 15:52:14,,,3.201.0,co.mona.android,pricing and fees,Generic feedback,Fees/Pricing
4c0d8089-54cf-4b78-a04e-caddb94fa2e2,Karla Thomas,https://play-lh.googleusercontent.com/a-/ALV-UjXsG3yMT7eD8Uq1KptY6MwwFwcrDmiDJhxW7yW_sJUfZIdJy_2NPg,"Just downloaded, put in 2 sms codes and it says both are wrong so I uninstalled, guess I didn't really need it",1,0,,2024-12-13 15:15:07,"Hello Karla! We would like to look into the difficulty you have faced with the SMS verification. For this purpose, please reach out to us via live chat, so we can help out. Thank you.",2024-12-13 15:38:30,,co.mona.android,account access issue,['Generic feedback'],Verification/KYC
792abdfa-cf1c-438c-a652-d5f733cf80f8,David Durrant,https://play-lh.googleusercontent.com/a/ACg8ocJGUKUSUoHkt5r21T5sZBWe6t2353aQVtIk3IwyeLK85gLumA=mo,"Having to update every time I use this app. Makes me nervous as to why, are they having software problems or are they being hacked?",2,0,3.201.0,2024-12-13 14:48:33,"Hello David! We strive to improve our platform and services, so we release app updates regularly to help with this. In case you have any concerns or need assistance, please reach us via live chat. Thank you!",2024-12-13 14:54:41,3.201.0,co.mona.android,security and privacy concerns,['Reliability/Stability'],Reliability/Stability
37a891f4-938f-4f71-a9fe-ce1477f0fe65,Ionel Roman,https://play-lh.googleusercontent.com/a-/ALV-UjWFybJTOdwib7VJ_mAqqmqOnet0bwenkdLASBfZhUd6_JdYok-K,"Unacceptable, I transferred Chronos from my DeFi wallet more than 2 months ago and in this application is still pending verification. I reached out support at least 3 times and they said they are looking into it but until now, nothing. The amount is around 100 euro, but still, seems like a rip off",1,0,3.201.0,2024-12-13 14:14:21,"Hello Ionel. We welcome you to get back to us via live chat, so we can assist further with the difficulty you have encountered with your account verification. Thank you!",2024-12-13 14:26:46,3.201.0,co.mona.android,support and verification issues,['Generic feedback'],Verification/KYC
7c921f8c-2749-48d4-8a66-b5d939305400,Michael Meddaugh,https://play-lh.googleusercontent.com/a/ACg8ocKfNGDa6a9vlSOMajGhZpg_PMZUjf1WrcJ4umQJEIYTVSmVog=mo,Great stuff,5,0,3.182.0,2024-12-13 13:59:50,,,3.182.0,co.mona.android,generic feedback,['Security'],Generic feedback
7f3b0bcd-8d25-4de5-b700-5d36e44d8820,Amber Garza,https://play-lh.googleusercontent.com/a-/ALV-UjVRjM0bjdOi531qLdJBrD_qyUjcnrLkDinqtTuOC43kkcgFUa7icg,"I give three stars, can't find my Way around the app. I can't even cash out my money.😤",4,0,3.201.0,2024-12-13 13:40:40,"Hello Amber, we would be happy to assist with your withdrawal inquiry and provide guidance on navigating the Crypto.com App. To proceed, please contact us via live chat. Thank you.",2024-12-13 11:57:32,3.201.0,co.mona.android,usability issues,['Customer Support'],Usability/User Interface
cbfc144f-1073-46db-8859-b79aa6dfa787,Rob Melo,https://play-lh.googleusercontent.com/a/ACg8ocLPoLbESFzs7GDP6q6kiMgg9rZYEbCwpb3j1QM8S1HMjwkYjA=mo,"Love the app and updates so far, very user-friendly! That said I am having a little bit of a glitch recently. When I place spot orders, my buy button displays a solid blue bar without the buy label.",5,4,3.201.0,2024-12-13 13:25:47,"Hello Rob! We welcome you to contact us via live chat, so our team can look into the performance difficulty you have encountered with the buy button when making an order and offer assistance. Thank you.",2024-12-13 13:52:25,3.201.0,co.mona.android,usability issue,Generic feedback,Usability/User Interface
7ffd5893-18e7-4d93-848b-8570fb0e2a04,Vathsa Balaji,https://play-lh.googleusercontent.com/a/ACg8ocJSnceUK8QqjXc6G8w0kgvtFQp45wlAK6kmOdTNl26G6Y-yzw=mo,"When I open the app, I get "" please install this app on google play"" error. Kindly fix this.",2,0,3.201.0,2024-12-13 13:22:38,Hello Vathsa! We would like to look into the performance difficulty you have experienced when accessing our platform and assist you accordingly. Please feel free to contact us via web chat. Thank you.,2024-12-13 13:42:51,3.201.0,co.mona.android,technical issue,['Generic Feedback'],Usability/User Interface
65708720-d4e6-4f3d-b381-dea9b4b460f1,Phyu Pyar Nwe,https://play-lh.googleusercontent.com/a/ACg8ocLqDE6ONDFgrjy64bf5QqUUbLF8b1_m5eOZzDr2w8OQWmTzDg=mo,Good,5,0,,2024-12-13 13:21:53,,,,co.mona.android,generic feedback,"['Security', 'Usability/User Interface', 'Fees/Pricing', 'Customer Support']",Generic feedback
29a8dcda-084c-4b98-ac04-74d3a13d880d,Matti Oneill,https://play-lh.googleusercontent.com/a-/ALV-UjUNBb6kR2lH4ATQdEgj78FvejsdZJZc-UR7f6vJ-O7JByf01LZW,Best Exchange Going. So easy to use.,5,0,3.201.0,2024-12-13 13:00:47,,,3.201.0,co.mona.android,positive user experience,"I would categorize the given review as follows:

['Security', '  Usability/User Interface']",Usability/User Interface
148dc4f2-c892-4159-b8ec-014808465826,Larry Looking,https://play-lh.googleusercontent.com/a-/ALV-UjW8VgnK5YkzOq3KOxb-83ZtVFXu6nrJI82dR53I5WrKIAzgtFOM,secure and reliable,4,0,3.201.0,2024-12-13 12:43:19,,,3.201.0,co.mona.android,security and reliability,"I have categorized the review as follows:

['Security', '  Usability/User Interface']",Reliability/Stability
50c7c875-1f6d-461c-ab35-19572ebc3815,Laura -,https://play-lh.googleusercontent.com/a/ACg8ocLR4VEVCCnSkrjCFca7cfInefA5sn7YKlpAEMTIRnC-Wf91OA=mo,"Good app but the only reason I'm giving it one star is because I made the idiot decision to withdraw my BTC and on the 0.001 withdrawal I made the gas fee they took from me was 0.0005 BTC. Make that make sense. :) do NOT withdraw btc from the app, they do not tell you what the fee is during the process (which is how I missed it).",1,6,3.201.0,2024-12-13 12:28:55,,,3.201.0,co.mona.android,high withdrawal fees,['Transaction Speed'],gemini failed to respond
47950ceb-3aff-4b24-9e66-6a93f1cd225b,Victor Bogaert,https://play-lh.googleusercontent.com/a/ACg8ocJd5ZN84pADNziIssKJbw2LE67Pkt8UkqPlE07Q4myHg5RtvA=mo,Works perfectly for me,5,0,3.201.0,2024-12-13 10:38:49,,,3.201.0,co.mona.android,positive user experience,"['Security', 'Usability/User Interface']",Generic feedback
1533703a-d4d3-4e8f-9bf1-e7a549ffe4c0,Will EE,https://play-lh.googleusercontent.com/a-/ALV-UjUGGNUb9D_ZS-XqmVsDNjrb6-KrUX8t7DquljOz-gkJjO1TFnAW,"Slow slow slow on hour 5 of waiting,. I've tried they said it's normal 🤣",1,0,,2024-12-13 10:33:59,Hello Will. Feel free to contact us via live chat. Our team would like to look into the matter at hand and assist you with difficulties you've encountered on our platform. Thank you.,2024-12-13 09:12:33,,co.mona.android,platform performance issues,['Transaction Speed'],gemini failed to respond
c1234a98-dab9-4282-b619-d9933823391f,K B,https://play-lh.googleusercontent.com/a/ACg8ocIXfXFR7_8USfq_RdJmHz_iEPzgOU4ZgH0WngCHqgy2bEph9w=mo,You can't cash out. You just trade cryptocurrencies. It's a scam! They took $4 when it said no fees when I traded currency. I will leave what I have now since you need $15 to move your wallet to another. Buyer beware!,1,0,3.201.0,2024-12-13 09:55:26,Hello there! We will gladly provide you with more information regarding the available withdrawal options on the Crypto.com App. Feel free to reach out to us via Live chat with a summary of your query.,2024-10-06 16:54:56,3.201.0,co.mona.android,,Generic feedback,gemini failed to respond
774c672d-2cca-4581-9613-c76b19e1ed9f,EsAm ObAid,https://play-lh.googleusercontent.com/a-/ALV-UjWEkEFzQOTdI7l_Yz4IY2Upu1NE0yn6y4qqi8sXD9Xvblse5-HM,"Dude, this app is awesome! It's got tons of coins Coinbase doesn't have. I'm telling everyone I know about it.",5,0,3.201.0,2024-12-13 09:46:35,,,3.201.0,co.mona.android,,Generic Feedback,gemini failed to respond
